type,category,name,energy_kcal,proteins,available_carbohydrates,lipids,total_fiber
ALIMENTO,CARBOIDRATO,"Farro perlato, crudo",353.0,14.6,69.3,2.4,6.5
ALIMENTO,CARBOIDRATO,"Farro perlato, cotto, bollito",178.0,6.2,37.3,1.0,2.1
ALIMENTO,CARBOIDRATO,Frumento duro,332.0,13.0,62.5,2.9,9.8
ALIMENTO,CARBOIDRATO,Frumento tenero,336.0,12.3,65.2,2.6,9.7
ALIMENTO,CARBOIDRATO,"Couscous, crudo",361.0,13.7,76.5,1.1,4.5
ALIMENTO,CARBOIDRATO,"Couscous, cotto",179.0,3.6,39.7,1.1,2.7
ALIMENTO,CARBOIDRATO,Grano saraceno,329.0,12.4,61.2,3.3,10.0
ALIMENTO,CARBOIDRATO,Mais,357.0,9.2,75.1,3.8,2.0
ALIMENTO,CARBOIDRATO,"Mais, dolce, in scatola, sgocciolato",105.0,3.4,20.5,1.3,1.4
ALIMENTO,CARBOIDRATO,"Polenta, cruda",323.0,8.0,72.7,0.7,6.2
ALIMENTO,CARBOIDRATO,"Polenta, cotta",73.0,0.9,17.8,0.04,0.9
ALIMENTO,CARBOIDRATO,Miglio,343.0,11.8,64.9,3.9,8.5
ALIMENTO,CARBOIDRATO,"Miglio, decorticato",342.0,11.0,67.8,4.2,3.1
ALIMENTO,CARBOIDRATO,Orzo perlato,346.0,9.4,73.7,1.5,9.2
ALIMENTO,CARBOIDRATO,"Orzo perlato, cotto, bollito",118.0,2.6,26.4,0.6,1.8
ALIMENTO,CARBOIDRATO,"Quinoa, cruda",376.0,15.4,57.8,8.1,12.2
ALIMENTO,CARBOIDRATO,"Quinoa, cotta, bollita",140.0,4.8,24.3,2.5,3.6
ALIMENTO,CARBOIDRATO,"Riso, brillato",334.0,6.7,80.4,0.4,1.0
ALIMENTO,CARBOIDRATO,"Riso, brillato, cotto, bollito",100.0,2.0,24.2,0.1,0.2
ALIMENTO,CARBOIDRATO,"Riso, integrale",341.0,7.5,77.4,1.9,1.9
ALIMENTO,CARBOIDRATO,"Riso, integrale, cotto, bollito",113.0,2.5,25.5,0.6,0.8
ALIMENTO,CARBOIDRATO,"Riso, parboiled",338.0,7.4,81.3,0.3,0.5
ALIMENTO,CARBOIDRATO,"Riso, parboiled, cotto, bollito",97.0,2.1,23.3,0.1,0.3
ALIMENTO,CARBOIDRATO,"Riso Basmati, crudo",367.0,9.0,82.9,1.9,1.3
ALIMENTO,CARBOIDRATO,"Riso Basmati, cotto, bollito",113.0,3.0,25.2,0.6,0.7
ALIMENTO,CARBOIDRATO,"Riso Venere, crudo",355.0,7.8,80.4,1.3,5.1
ALIMENTO,CARBOIDRATO,"Riso Venere, cotto, bollito",160.0,3.5,36.9,0.3,2.4
ALIMENTO,CARBOIDRATO,Crusca di frumento,290.0,14.1,26.6,5.5,42.4
ALIMENTO,CARBOIDRATO,Farina d'avena,378.0,12.6,66.3,7.1,7.6
ALIMENTO,CARBOIDRATO,Farina d'orzo,333.0,10.6,68.4,1.9,8.5
ALIMENTO,CARBOIDRATO,"Farina di frumento, tipo 00",323.0,11.0,71.6,0.7,2.2
ALIMENTO,CARBOIDRATO,"Farina di frumento, tipo 0",321.0,11.5,69.5,1.0,2.9
ALIMENTO,CARBOIDRATO,"Farina di frumento, integrale",313.0,11.9,61.8,1.9,8.4
ALIMENTO,CARBOIDRATO,"Farina di frumento, duro",330.0,12.9,63.2,2.8,8.0
ALIMENTO,CARBOIDRATO,Farina di mais,341.0,8.7,73.5,2.7,3.1
ALIMENTO,CARBOIDRATO,Farina di riso,332.0,7.3,79.1,0.5,1.0
ALIMENTO,CARBOIDRATO,Farina di segale,342.0,11.7,67.8,2.0,11.3
ALIMENTO,LEGUME,Farina di soia,469.0,36.8,23.4,23.5,11.2
ALIMENTO,CARBOIDRATO,Semola,346.0,11.5,76.9,0.5,3.6
ALIMENTO,CARBOIDRATO,Farina di manioca,332.0,0.6,87.2,0.2,0.4
ALIMENTO,CARBOIDRATO,Germe di frumento,378.0,26.0,43.5,10.0,10.5
ALIMENTO,CARBOIDRATO,Pane al malto,278.0,8.3,56.6,2.4,5.5
ALIMENTO,CARBOIDRATO,Pane di segale,228.0,8.3,45.4,1.7,4.6
ALIMENTO,CARBOIDRATO,Pane bianco,268.0,8.1,59.5,0.5,3.8
ALIMENTO,CARBOIDRATO,Pane di tipo semintegrale,239.0,8.3,52.0,0.3,4.2
ALIMENTO,CARBOIDRATO,Pane di tipo integrale,224.0,8.5,44.1,1.3,6.5
ALIMENTO,CARBOIDRATO,Pane formato rosetta,275.0,9.0,57.6,1.9,3.1
ALIMENTO,CARBOIDRATO,Pangrattato,357.0,10.1,77.8,2.1,3.2
ALIMENTO,CARBOIDRATO,Panini al latte,298.0,9.0,48.1,8.7,1.9
ALIMENTO,CARBOIDRATO,Panini all'olio,288.0,7.7,52.6,5.8,3.7
ALIMENTO,CARBOIDRATO,Pane azzimo,365.0,10.7,81.7,1.0,3.5
ALIMENTO,CARBOIDRATO,Pizza bianca,306.0,7.9,57.9,5.9,2.3
ALIMENTO,CARBOIDRATO,Pizza con pomodoro,248.0,7.6,40.7,6.6,2.7
ALIMENTO,CARBOIDRATO,Pizza con pomodoro e mozzarella,255.0,12.1,35.5,7.6,2.5
ALIMENTO,CARBOIDRATO,Pasta di semola,341.0,13.5,72.7,1.2,1.7
ALIMENTO,CARBOIDRATO,"Pasta di semola, cotta, bollita",175.0,6.9,37.3,0.6,0.9
ALIMENTO,CARBOIDRATO,"Pasta di semola, integrale",330.0,13.3,64.8,2.2,7.1
ALIMENTO,CARBOIDRATO,"Pasta di semola, integrale, cotta, bollita",182.0,7.4,36.0,1.2,3.5
ALIMENTO,CARBOIDRATO,"Pasta all'uovo, secca",346.0,13.0,71.0,2.4,3.2
ALIMENTO,CARBOIDRATO,"Pasta all'uovo, secca, cotta, bollita",123.0,4.6,25.5,0.8,1.1
ALIMENTO,CARBOIDRATO,"Ravioli, crudi, freschi",265.0,10.6,40.7,7.3,2.2
ALIMENTO,CARBOIDRATO,"Ravioli, cotti",177.0,7.2,27.5,4.6,1.6
ALIMENTO,CARBOIDRATO,"Tortellini, freschi",302.0,12.2,49.9,7.1,1.2
ALIMENTO,CARBOIDRATO,"Tortellini, freschi, cotti",158.0,6.4,26.0,3.7,0.6
ALIMENTO,CARBOIDRATO,"Tortellini, secchi",379.0,15.7,57.6,10.8,1.6
ALIMENTO,CARBOIDRATO,"Biscotti, frollini",426.0,7.2,71.7,13.8,1.9
ALIMENTO,CARBOIDRATO,"Biscotti, integrali",419.0,7.8,70.8,12.3,6.0
ALIMENTO,CARBOIDRATO,"Biscotti, secchi",404.0,6.6,80.4,7.9,2.6
ALIMENTO,CARBOIDRATO,"Biscotti, alla soia",375.0,11.5,70.8,6.1,4.5
ALIMENTO,CARBOIDRATO,"Biscotti, integrali, con soia",464.0,11.5,60.4,20.4,3.8
ALIMENTO,CARBOIDRATO,"Biscotti, wafers",452.0,7.1,76.2,15.0,1.6
ALIMENTO,CARBOIDRATO,"Crackers, al formaggio",498.0,10.1,59.2,25.5,2.8
ALIMENTO,CARBOIDRATO,"Crackers, alla soia",421.0,13.1,67.7,11.7,4.9
ALIMENTO,CARBOIDRATO,"Crackers, salati",386.0,9.4,67.5,10.0,2.8
ALIMENTO,CARBOIDRATO,"Crackers, integrali",402.0,12.0,61.7,11.4,10.0
ALIMENTO,CARBOIDRATO,Fette biscottate,387.0,11.3,75.0,6.0,3.5
ALIMENTO,CARBOIDRATO,"Fette biscottate, integrali",394.0,14.2,63.0,10.0,5.4
ALIMENTO,CARBOIDRATO,Grissini,421.0,11.3,65.1,13.9,3.5
ALIMENTO,CARBOIDRATO,Cornetti,403.0,7.2,54.7,18.3,2.1
ALIMENTO,CARBOIDRATO,Croissants,362.0,8.3,38.0,20.3,1.6
ALIMENTO,CARBOIDRATO,Bastoncini di crusca di frumento,301.0,14.0,38.4,3.2,35.9
ALIMENTO,CARBOIDRATO,Corn flakes,367.0,6.6,87.4,0.8,2.8
ALIMENTO,CARBOIDRATO,Fiocchi d'avena,367.0,8.0,66.8,7.5,8.3
ALIMENTO,CARBOIDRATO,Muesli,374.0,9.7,71.7,6.0,6.4
ALIMENTO,CARBOIDRATO,"Riso, soffiato, da prima colazione",354.0,6.0,85.1,1.0,1.0
ALIMENTO,LEGUME,"Ceci, secchi",343.0,20.9,46.9,6.3,13.6
ALIMENTO,LEGUME,"Ceci, secchi, cotti, bolliti",132.0,7.0,18.9,2.4,5.8
ALIMENTO,LEGUME,"Ceci, in scatola, scolati",111.0,6.7,13.9,2.3,5.7
ALIMENTO,LEGUME,Fagioli,326.0,23.6,47.5,2.0,17.5
ALIMENTO,LEGUME,"Fagioli, cotti, bolliti",117.0,7.9,17.0,0.7,7.8
ALIMENTO,LEGUME,"Fagioli, Borlotti, freschi",143.0,10.2,22.7,0.8,4.8
ALIMENTO,LEGUME,"Fagioli, Borlotti, freschi, cotti, bolliti",78.0,5.7,11.2,0.5,4.2
ALIMENTO,LEGUME,"Fagioli, Borlotti, secchi",312.0,20.2,47.7,2.0,17.3
ALIMENTO,LEGUME,"Fagioli, Borlotti, secchi, cotti, bolliti",106.0,6.9,16.4,0.4,6.9
ALIMENTO,LEGUME,"Fagioli, Borlotti, in scatola, scolati",102.0,6.7,15.9,0.5,5.5
ALIMENTO,LEGUME,"Fagioli, Cannellini, secchi",314.0,23.4,45.5,1.6,17.6
ALIMENTO,LEGUME,"Fagioli, Cannellini, secchi, cotti, bolliti",107.0,8.0,14.9,0.4,7.8
ALIMENTO,LEGUME,"Fagioli, Cannellini in scatola, scolati",86.0,6.0,12.5,0.6,4.8
ALIMENTO,LEGUME,"Fagioli dall'occhio, secchi",318.0,22.4,50.9,1.4,12.7
ALIMENTO,LEGUME,"Fagiolini a corallo, cotti, bolliti",31.0,1.7,4.6,0.1,2.9
ALIMENTO,LEGUME,"Fagiolini, freschi",24.0,2.1,2.4,0.1,2.9
ALIMENTO,LEGUME,"Fagiolini, surgelati, cotti, bolliti",31.0,1.7,4.6,0.1,2.9
ALIMENTO,LEGUME,"Fave, fresche",51.0,5.2,4.5,0.4,5.0
ALIMENTO,LEGUME,"Fave, fresche, cotte, in padella",61.0,6.1,5.3,0.5,5.9
ALIMENTO,LEGUME,"Fave, secche",331.0,21.3,52.8,2.1,14.7
ALIMENTO,LEGUME,"Fave, secche, sgusciate, crude",343.0,25.2,53.6,3.0,7.0
ALIMENTO,LEGUME,"Fave, secche, sgusciate, cotte, bollite",146.0,11.0,22.4,1.3,3.0
ALIMENTO,LEGUME,"Lenticchie, secche",319.0,22.7,51.1,1.0,13.8
ALIMENTO,LEGUME,"Lenticchie, secche, cotte, bollite",109.0,6.9,16.3,0.4,8.3
ALIMENTO,LEGUME,"Lenticchie, in scatola, scolate",91.0,5.0,15.4,0.5,4.2
ALIMENTO,LEGUME,"Lupini, ammollati",119.0,16.4,7.1,2.4,2.8
ALIMENTO,LEGUME,"Piselli, freschi",64.0,5.5,6.5,0.6,6.3
ALIMENTO,LEGUME,"Piselli, freschi, cotti, in padella",104.0,9.7,11.5,1.0,6.4
ALIMENTO,LEGUME,"Piselli, secchi",317.0,21.7,48.2,2.0,15.7
ALIMENTO,LEGUME,"Piselli, in scatola, scolati",78.0,5.3,11.1,0.6,5.1
ALIMENTO,LEGUME,"Piselli, surgelati",61.0,5.4,6.5,0.3,6.3
ALIMENTO,LEGUME,"Soia, secca",430.0,36.9,23.2,19.1,11.9
ALIMENTO,VERDURA,Aglio,53.0,8.4,1.0,0.8,4.3
ALIMENTO,VERDURA,Aglio Rosso di Castelliri,52.0,8.9,1.02,0.5,3.8
ALIMENTO,VERDURA,Aglio Rosso di Procerno,57.0,8.9,1.0,0.9,4.6
ALIMENTO,VERDURA,Aglio Rosso di Sulmona,58.0,8.7,1.0,1.3,4.0
ALIMENTO,VERDURA,Aglio Bianco Piacentino,47.0,7.2,0.9,0.6,4.7
ALIMENTO,VERDURA,"Agretti, crudi",22.0,1.8,2.2,0.2,2.3
ALIMENTO,VERDURA,"Agretti, cotti, bolliti",25.0,2.1,2.6,0.2,2.7
ALIMENTO,VERDURA,"Asparagi di bosco, crudi",40.0,4.6,4.0,0.2,2.2
ALIMENTO,VERDURA,"Asparagi di campo, crudi",33.0,3.6,3.3,0.2,2.0
ALIMENTO,VERDURA,"Asparagi di campo, cotti, bolliti",34.0,3.8,3.4,0.2,2.1
ALIMENTO,VERDURA,"Asparagi di serra, crudi",28.0,3.0,3.0,0.1,2.1
ALIMENTO,VERDURA,"Bieta, cruda",15.0,1.3,1.8,0.1,1.2
ALIMENTO,VERDURA,"Bieta, cotta, al microonde",15.0,1.3,1.8,0.1,1.2
ALIMENTO,VERDURA,"Bieta, cotta, bollita",18.0,1.5,2.1,0.1,1.4
ALIMENTO,VERDURA,"Broccoletti di rapa, crudi",28.0,2.9,2.0,0.3,2.9
ALIMENTO,VERDURA,"Broccoletti di rapa, cotti, bolliti",29.0,3.1,2.1,0.3,3.1
ALIMENTO,VERDURA,"Broccolo a testa, cotto, bollito",34.0,3.1,3.2,0.4,3.2
ALIMENTO,VERDURA,"Broccolo a testa, crudo",33.0,3.0,3.1,0.4,3.1
ALIMENTO,VERDURA,"Carciofi, crudi",33.0,2.7,2.5,0.2,5.5
ALIMENTO,VERDURA,"Carciofi, cotti, al microonde",34.0,2.8,2.5,0.2,5.6
ALIMENTO,VERDURA,"Carciofi, cotti, bolliti",44.0,3.6,3.3,0.3,7.4
ALIMENTO,VERDURA,"Carciofi, surgelati",32.0,2.7,2.5,0.2,5.0
ALIMENTO,VERDURA,Carciofo Romanesco IGP,48.0,3.0,6.1,0.2,5.5
ALIMENTO,VERDURA,"Carciofo, verde, precoce",45.0,2.9,5.4,0.2,5.5
ALIMENTO,VERDURA,"Carciofo, violetto, precoce",43.0,2.8,5.2,0.2,5.5
ALIMENTO,VERDURA,"Carciofo, Spinoso sardo",45.0,1.9,8.9,0.2,1.0
ALIMENTO,VERDURA,"Cardi, crudi",13.0,0.6,1.7,0.1,1.5
ALIMENTO,VERDURA,"Carote, crude",41.0,1.1,7.6,0.2,3.1
ALIMENTO,VERDURA,"Carote, cotte, al microonde",41.0,1.1,7.7,0.2,3.1
ALIMENTO,VERDURA,"Carote, cotte, bollite",47.0,1.3,8.7,0.2,3.6
ALIMENTO,VERDURA,"Cavolfiore, crudo",30.0,3.2,2.7,0.2,2.4
ALIMENTO,VERDURA,"Cavolfiore, cotto, al microonde",30.0,3.2,2.8,0.2,2.4
ALIMENTO,VERDURA,"Cavolfiore, cotto, bollito",31.0,3.4,2.9,0.2,2.6
ALIMENTO,VERDURA,"Cavoli di Bruxelles, crudi",47.0,4.2,4.2,0.5,5.0
ALIMENTO,VERDURA,"Cavoli di Bruxelles, cotti, bolliti",53.0,4.7,4.6,0.6,5.6
ALIMENTO,VERDURA,"Cavolo broccolo verde ramoso, crudo",30.0,3.4,2.0,0.3,3.0
ALIMENTO,VERDURA,"Cavolo broccolo verde ramoso, cotto, bollito",52.0,6.0,3.5,0.5,5.3
ALIMENTO,VERDURA,"Cavolo cappuccio, rosso, crudo",22.0,1.9,2.7,0.2,1.0
ALIMENTO,VERDURA,"Cardi, cotti, bolliti",22.0,1.0,2.9,0.2,2.5
ALIMENTO,VERDURA,"Cavolo cappuccio, verde, crudo",24.0,2.1,2.5,0.1,2.6
ALIMENTO,VERDURA,"Cavolo cappuccio, verde, cotto, bollito",24.0,2.1,2.5,0.1,2.6
ALIMENTO,VERDURA,"Cavolo verza, cruda",29.0,2.0,3.8,0.1,2.9
ALIMENTO,VERDURA,"Cavolo verza, cotto, bollito",29.0,2.0,3.8,0.1,2.9
ALIMENTO,VERDURA,"Cetrioli, freschi",16.0,0.7,1.8,0.5,0.8
ALIMENTO,VERDURA,"Cicoria, da taglio, coltivata, cruda",14.0,1.2,1.7,0.1,1.2
ALIMENTO,VERDURA,"Cicoria, di campo, cruda",17.0,1.4,0.7,0.2,3.6
ALIMENTO,VERDURA,"Cicoria, di campo, cotta, bollita",17.0,1.4,0.7,0.2,3.6
ALIMENTO,VERDURA,"Cicoria, witloof o indivia belga, cruda",20.0,0.7,3.2,0.3,1.1
ALIMENTO,VERDURA,"Cipolle, crude",28.0,1.0,5.7,0.1,1.0
ALIMENTO,VERDURA,"Cipolle, cotte, bollite",39.0,1.4,7.8,0.1,1.4
ALIMENTO,VERDURA,"Cipolline, crude",42.0,1.3,8.5,0.1,1.9
ALIMENTO,VERDURA,"Cipolline, cotte, bollite",53.0,1.7,10.9,0.1,2.4
ALIMENTO,VERDURA,"Fiori di zucca, freschi",18.0,1.7,0.5,0.4,2.8
ALIMENTO,VERDURA,"Foglie di rapa, crude",27.0,2.6,2.8,0.1,2.5
ALIMENTO,VERDURA,Germogli di soia,54.0,6.2,3.0,1.4,2.8
ALIMENTO,VERDURA,"Indivia, fresca",20.0,0.9,2.7,0.3,1.6
ALIMENTO,VERDURA,"Lattuga, fresca",22.0,1.8,2.2,0.4,1.5
ALIMENTO,VERDURA,"Lattuga, a cappuccio, fresca",22.0,1.5,3.0,0.2,1.3
ALIMENTO,VERDURA,"Lattuga, da taglio, fresca",17.0,1.1,2.2,0.1,1.5
ALIMENTO,VERDURA,"Lattughino, fresco",16.0,1.5,1.4,0.2,1.6
ALIMENTO,VERDURA,"Lattughino IV gamma, fresco",16.0,1.4,1.4,0.2,1.6
ALIMENTO,VERDURA,"Radicchio, rosso, fresco",19.0,1.4,1.6,0.1,3.0
ALIMENTO,VERDURA,"Radicchio rosso di Treviso IGP, precoce",16.0,1.6,1.0,0.1,2.5
ALIMENTO,VERDURA,"Radicchio rosso di Treviso IGP, tardivo",16.0,1.5,1.4,0.1,2.1
ALIMENTO,VERDURA,Radicchio variegato di Castelfranco IGP,16.0,1.3,1.4,0.1,2.1
ALIMENTO,VERDURA,"Rughetta o rucola, fresca",30.0,2.6,3.9,0.3,0.9
ALIMENTO,VERDURA,Scarola,19.0,1.1,2.3,0.3,1.8
ALIMENTO,VERDURA,"Scarola IV gamma, fresca",17.0,0.9,2.2,0.2,1.6
ALIMENTO,VERDURA,"Tarassaco o dente di leone, fresco",37.0,3.1,3.7,1.1,0.4
ALIMENTO,VERDURA,"Melanzane, crude",23.0,1.0,2.6,0.4,2.6
ALIMENTO,VERDURA,"Melanzane, cotte, in padella",39.0,1.3,5.4,0.7,3.7
ALIMENTO,VERDURA,"Melanzane, cotte, al microonde",23.0,0.8,3.0,0.4,2.4
ALIMENTO,VERDURA,"Peperoni, crudi",26.0,0.9,4.2,0.3,1.9
ALIMENTO,VERDURA,"Peperoni, cotti, in padella",143.0,5.2,24.3,1.5,8.7
ALIMENTO,VERDURA,"Peperoni, rossi e gialli, crudi",35.0,0.9,6.7,0.3,1.9
ALIMENTO,VERDURA,"Peperoni, gialli, crudi",35.0,0.9,6.8,0.2,1.9
ALIMENTO,VERDURA,"Peperoni, gialli, cotti, al microonde",41.0,1.1,8.1,0.2,2.3
ALIMENTO,VERDURA,"Peperoni, rossi, crudi",34.0,0.9,6.5,0.3,1.9
ALIMENTO,VERDURA,"Peperoni, rossi, cotti, al microonde",42.0,1.1,7.9,0.4,2.3
ALIMENTO,VERDURA,"Peperoni, verdi, crudi",31.0,0.7,6.0,0.2,1.9
ALIMENTO,VERDURA,"Porri, crudi",35.0,2.1,5.2,0.1,2.9
ALIMENTO,VERDURA,"Porri, cotti, bolliti",35.0,2.1,5.3,0.1,3.0
ALIMENTO,VERDURA,"Rape, crude",24.0,1.0,4.0,0.0,2.6
ALIMENTO,VERDURA,"Rape, cotte, bollite",26.0,1.1,4.3,0.0,2.8
ALIMENTO,VERDURA,"Ravanelli, freschi",13.0,0.8,1.8,0.1,1.3
ALIMENTO,VERDURA,"Sedano, crudo",23.0,2.3,2.4,0.2,1.6
ALIMENTO,VERDURA,"Sedano, cotto, al microonde",24.0,2.4,2.4,0.2,1.7
ALIMENTO,VERDURA,"Sedano rapa, crudo",29.0,1.9,3.8,0.1,3.1
ALIMENTO,VERDURA,"Spinaci, crudi",35.0,3.4,2.9,0.7,1.9
ALIMENTO,VERDURA,"Spinaci, cotti, al microonde",35.0,3.4,3.0,0.7,1.9
ALIMENTO,VERDURA,"Spinaci, cotti, bolliti",41.0,4.0,3.5,0.8,2.3
ALIMENTO,VERDURA,"Zucca gialla, fresca",29.0,1.1,3.5,0.1,5.5
ALIMENTO,VERDURA,"Zucchine, crude",16.0,1.5,1.7,0.1,1.2
ALIMENTO,VERDURA,"Zucchine, cotte, bollite",30.0,3.2,3.4,0.2,1.3
ALIMENTO,VERDURA,"Zucchine, chiare",17.0,1.9,1.7,0.1,1.2
ALIMENTO,VERDURA,"Zucchine chiare, cotte, al vapore",20.0,2.0,2.5,0.0,1.3
ALIMENTO,VERDURA,"Zucchine chiare, cotte, in padella grigliate",29.0,0.0,5.7,0.2,2.8
ALIMENTO,VERDURA,"Zucchine, chiare, cotte, al microonde",23.0,2.0,3.0,0.1,1.6
ALIMENTO,VERDURA,"Zucchine, scure, crude",17.0,1.4,2.1,0.1,1.2
ALIMENTO,VERDURA,"Zucchine, scure, cotte, al vapore",20.0,1.6,2.7,0.1,1.5
ALIMENTO,VERDURA,"Zucchine, scure, cotte, in padella grigliate",37.0,2.7,5.6,0.1,2.0
ALIMENTO,VERDURA,"Zucchine, scure, cotte, al microonde",23.0,1.8,3.5,0.0,1.5
ALIMENTO,VERDURA,"Funghi coltivati, prataioli, crudi",24.0,3.7,0.8,0.2,2.3
ALIMENTO,VERDURA,"Funghi coltivati, prataioli, cotti, in padella",46.0,7.0,1.5,0.4,4.3
ALIMENTO,VERDURA,"Funghi coltivati, pleurotes, crudi",37.0,2.2,5.6,0.3,2.4
ALIMENTO,VERDURA,"Funghi coltivati, pleurotes, cotti, in padella",35.0,2.6,5.3,0.4,0.8
ALIMENTO,VERDURA,"Funghi ovuli, crudi",23.0,2.0,1.6,0.3,3.0
ALIMENTO,VERDURA,"Funghi porcini, crudi",31.0,3.9,1.0,0.7,2.5
ALIMENTO,VERDURA,"Tartufo, nero",48.0,6.0,0.7,0.5,8.4
ALIMENTO,VERDURA,"Patate, crude",72.0,2.0,16.0,0.1,1.8
ALIMENTO,CARBOIDRATO,"Patate, con buccia, cotte, bollite",88.0,2.1,17.9,1.0,1.6
ALIMENTO,CARBOIDRATO,"Patate, cotte, arrosto",152.0,2.9,25.7,4.5,1.8
ALIMENTO,CARBOIDRATO,"Patate, cotte, al microonde",88.0,2.1,17.9,1.0,1.6
ALIMENTO,CARBOIDRATO,"Patate, senza buccia, cotte, bollite",74.0,1.8,16.9,0.1,1.3
ALIMENTO,CARBOIDRATO,"Patate, fritte",192.0,3.9,29.9,6.7,2.2
ALIMENTO,VERDURA,"Patatine, fritte, confezionate in busta",512.0,5.4,58.0,29.6,3.2
ALIMENTO,VERDURA,"Patate novelle, crude",72.0,2.0,15.7,0.3,1.4
ALIMENTO,CARBOIDRATO,"Patate novelle, cotte, al microonde",72.0,2.0,15.7,0.3,1.4
ALIMENTO,CARBOIDRATO,"Patate novelle, cotte, bollte",68.0,1.9,14.9,0.2,1.4
ALIMENTO,CARBOIDRATO,"Gnocchi di patate, crudi",164.0,3.9,37.9,0.3,1.9
ALIMENTO,CARBOIDRATO,"Gnocchi di patate, cotti",147.0,3.5,34.0,0.2,1.8
ALIMENTO,VERDURA,"Topinambur, cotto, bollito",52.0,1.6,10.6,0.1,2.7
ALIMENTO,VERDURA,"Pomodori, da insalata, freschi",19.0,1.2,2.8,0.2,1.0
ALIMENTO,VERDURA,"Pomodori, maturi, freschi",23.0,1.0,3.5,0.2,2.0
ALIMENTO,VERDURA,"Pomodori, San Marzano, freschi",21.0,1.1,3.0,0.2,2.0
ALIMENTO,VERDURA,"Pomodori, Nerina, verdi, freschi",21.0,0.9,2.8,0.4,1.5
